year,team,seed,finish,opponent,score
2018,South Dakota St.,12,32,,
2018,Tennessee,3,32,,
2018,Villanova,9,32,,
2018,Virginia,10,32,,
2018,Quinnipiac University,9,32,University of Connecticut,46-71
2018,University of Georgia,4,32,Duke University,40-66
2018,Florida State University,3,32,"University at Buffalo, the State University of New York",65-86
2018,University of Virginia,10,32,"University of South Carolina, Columbia",56-66
2018,Villanova University,9,32,University of Notre Dame,72-98
2018,DePaul University,5,32,"Texas A&M University, College Station",79-80
2018,The Ohio State University,3,32,Central Michigan University,78-95
2018,"University of Minnesota, Twin Cities",10,32,University of Oregon,73-101
2018,Oklahoma State University,9,32,Mississippi State University,56-71
2018,"University of Maryland, College Park",5,32,North Carolina State University,60-74
2018,Creighton University,11,32,"University of California, Los Angeles",64-86
2018,Arizona State University,7,32,University of Texas at Austin,65-85
2018,Marquette University,8,32,University of Louisville,72-90
2018,Florida Gulf Coast University,12,32,Stanford University,70-90
2018,"University of Tennessee, Knoxville",3,32,Oregon State University,59-66
2018,University of Michigan,7,32,Baylor University,58-80
2018,American,14,64,,
2018,Belmont,12,64,,
2018,Boise St.,16,64,,
2018,California,7,64,,
2018,CSUN,16,64,,
2018,Dayton,9,64,,
2018,Drake,13,64,,
2018,Elon,13,64,,
2018,George Washington,14,64,,
2018,Gonzaga,13,64,,
2018,Grambling,15,64,,
2018,Green Bay,7,64,,
2018,Iowa,6,64,,
2018,Liberty,14,64,,
2018,Little Rock,14,64,,
2018,LSU,6,64,,
2018,Maine,15,64,,
2018,Mercer,13,64,,
2018,Miami (FL),8,64,,
2018,Missouri,5,64,,
2018,NC A&T,15,64,,
2018,Nebraska,10,64,,
2018,Nicholls St.,16,64,,
2018,Northern Colo.,10,64,,
2018,Oklahoma,12,64,,
2018,Princeton,12,64,,
2018,Saint Francis (PA),16,64,,
2018,Seattle,15,64,,
2018,South Florida,6,64,,
2018,Syracuse,8,64,,
2018,Western Ky.,11,64,,
2018,Saint Francis University (Pennsylvania),16,64,University of Connecticut,52-140
2018,University of Miami (Florida),8,64,Quinnipiac University,72-86
2018,Belmont University,12,64,Duke University,58-72
2018,Mercer University,13,64,University of Georgia,63-68
2018,University of South Florida,6,64,"University at Buffalo, the State University of New York",79-102
2018,University of Arkansas at Little Rock,14,64,Florida State University,49-91
2018,"University of California, Berkeley",7,64,University of Virginia,62-68
2018,North Carolina A&T State University,15,64,"University of South Carolina, Columbia",52-63
2018,"California State University, Northridge",16,64,University of Notre Dame,81-99
2018,South Dakota State University,8,64,Villanova University,74-81
2018,University of Oklahoma,12,64,DePaul University,79-90
2018,Drake University,13,64,"Texas A&M University, College Station",76-89
2018,Louisiana State University,6,64,Central Michigan University,69-78
2018,George Washington University,14,64,The Ohio State University,45-87
2018,University of Wisconsin-Green Bay,7,64,"University of Minnesota, Twin Cities",77-89
2018,Seattle University,15,64,University of Oregon,45-88
2018,Nicholls State University,16,64,Mississippi State University,50-95
2018,Syracuse University,8,64,Oklahoma State University,57-84
2018,Princeton University,12,64,"University of Maryland, College Park",57-77
2018,Elon University,13,64,North Carolina State University,35-62
2018,University of Iowa,6,64,Creighton University,70-76
2018,American University,14,64,"University of California, Los Angeles",60-71
2018,"University of Nebraska, Lincoln",10,64,Arizona State University,62-73
2018,University of Maine,15,64,University of Texas at Austin,54-83
2018,Boise State University,16,64,University of Louisville,42-74
2018,University of Dayton,9,64,Marquette University,65-84
2018,"University of Missouri, Columbia",5,64,Florida Gulf Coast University,70-80
2018,Gonzaga University,13,64,Stanford University,68-82
2018,Western Kentucky University,11,64,Oregon State University,58-82
2018,Liberty University,14,64,"University of Tennessee, Knoxville",60-100
2018,University of Northern Colorado,10,64,University of Michigan,61-75
2018,Grambling State University,15,64,Baylor University,46-96
2019,Baylor University,1,1,University of Notre Dame,82-81
2019,University of Notre Dame,1,2,Baylor University,81-82
2019,University of Oregon,2,4,Baylor University,67-72
2019,University of Connecticut,2,4,University of Notre Dame,76-81
2019,University of Iowa,2,8,Baylor University,53-85
2019,Mississippi State University,1,8,University of Oregon,84-88
2019,Stanford University,2,8,University of Notre Dame,68-84
2019,University of Louisville,1,8,University of Connecticut,73-80
2019,"University of South Carolina, Columbia",4,16,Baylor University,68-93
2019,North Carolina State University,3,16,University of Iowa,61-79
2019,Arizona State University,5,16,Mississippi State University,53-76
2019,South Dakota State University,6,16,University of Oregon,53-63
2019,"Texas A&M University, College Station",4,16,University of Notre Dame,80-87
2019,Missouri State University,11,16,Stanford University,46-55
2019,Oregon State University,4,16,University of Louisville,44-61
2019,"University of California, Los Angeles",6,16,University of Connecticut,61-69
2019,"University of California, Berkeley",8,32,Baylor University,63-102
2019,Florida State University,5,32,"University of South Carolina, Columbia",64-72
2019,University of Kentucky,6,32,North Carolina State University,57-72
2019,"University of Missouri, Columbia",7,32,University of Iowa,52-68
2019,Clemson University,9,32,Mississippi State University,61-85
2019,University of Miami (Florida),4,32,Arizona State University,55-57
2019,Syracuse University,3,32,South Dakota State University,64-75
2019,"Indiana University, Bloomington",10,32,University of Oregon,68-91
2019,Michigan State University,9,32,University of Notre Dame,63-91
2019,Marquette University,5,32,"Texas A&M University, College Station",76-78
2019,Iowa State University,3,32,Missouri State University,60-69
2019,Brigham Young University,7,32,Stanford University,63-72
2019,University of Michigan,8,32,University of Louisville,50-71
2019,Gonzaga University,5,32,Oregon State University,70-76
2019,"University of Maryland, College Park",3,32,"University of California, Los Angeles",80-85
2019,"University at Buffalo, the State University of New York",10,32,University of Connecticut,72-84
2019,Abilene Christian University,16,64,Baylor University,38-95
2019,"University of North Carolina, Chapel Hill",9,64,"University of California, Berkeley",72-92
2019,Bucknell University,12,64,Florida State University,67-70
2019,Belmont University,13,64,"University of South Carolina, Columbia",52-74
2019,Princeton University,11,64,University of Kentucky,77-82
2019,University of Maine,14,64,North Carolina State University,51-63
2019,Drake University,10,64,"University of Missouri, Columbia",76-77
2019,Mercer University,15,64,University of Iowa,61-66
2019,"Southern University, Baton Rouge",16,64,Mississippi State University,46-103
2019,University of South Dakota,8,64,Clemson University,66-79
2019,University of Central Florida,12,64,Arizona State University,45-60
2019,Florida Gulf Coast University,13,64,University of Miami (Florida),62-69
2019,Quinnipiac University,11,64,South Dakota State University,65-76
2019,Fordham University,14,64,Syracuse University,49-70
2019,University of Texas at Austin,7,64,"Indiana University, Bloomington",65-69
2019,Portland State University,15,64,University of Oregon,40-78
2019,Bethune-Cookman University,16,64,University of Notre Dame,50-92
2019,Central Michigan University,8,64,Michigan State University,87-88
2019,Rice University,12,64,Marquette University,54-58
2019,Wright State University,13,64,"Texas A&M University, College Station",61-84
2019,DePaul University,6,64,Missouri State University,78-89
2019,New Mexico State University,14,64,Iowa State University,61-97
2019,Auburn University,10,64,Brigham Young University,64-73
2019,"University of California, Davis",15,64,Stanford University,54-79
2019,Robert Morris University,16,64,University of Louisville,34-69
2019,Kansas State University,9,64,University of Michigan,54-84
2019,University of Arkansas at Little Rock,12,64,Gonzaga University,51-68
2019,Boise State University,13,64,Oregon State University,75-80
2019,"University of Tennessee, Knoxville",11,64,"University of California, Los Angeles",77-89
2019,Radford University,14,64,"University of Maryland, College Park",51-73
2019,"Rutgers, The State University of New Jersey, New Brunswick",7,64,"University at Buffalo, the State University of New York",71-82
2019,Towson University,15,64,University of Connecticut,61-110
2021,Stanford University,1,1,University of Arizona,54-53
2021,University of Arizona,3,2,Stanford University,53-54
2021,"University of South Carolina, Columbia",1,4,Stanford University,65-66
2021,University of Connecticut,1,4,University of Arizona,59-69
2021,University of Louisville,2,8,Stanford University,63-78
2021,University of Texas at Austin,6,8,"University of South Carolina, Columbia",34-62
2021,Baylor University,2,8,University of Connecticut,67-69
2021,"Indiana University, Bloomington",4,8,University of Arizona,53-66
2021,Missouri State University,5,16,Stanford University,62-89
2021,University of Oregon,6,16,University of Louisville,42-60
2021,Georgia Institute of Technology,5,16,"University of South Carolina, Columbia",65-76
2021,"University of Maryland, College Park",2,16,University of Texas at Austin,61-64
2021,University of Iowa,5,16,University of Connecticut,72-92
2021,University of Michigan,6,16,Baylor University,75-78
2021,North Carolina State University,1,16,"Indiana University, Bloomington",70-73
2021,"Texas A&M University, College Station",2,16,University of Arizona,59-74
2021,Oklahoma State University,8,32,Stanford University,62-73
2021,Wright State University,13,32,Missouri State University,39-64
2021,University of Georgia,3,32,University of Oregon,50-57
2021,Northwestern University,7,32,University of Louisville,53-62
2021,Oregon State University,8,32,"University of South Carolina, Columbia",42-59
2021,West Virginia University,4,32,Georgia Institute of Technology,56-73
2021,"University of California, Los Angeles",3,32,University of Texas at Austin,62-71
2021,University of Alabama,7,32,"University of Maryland, College Park",64-100
2021,Syracuse University,8,32,University of Connecticut,47-83
2021,University of Kentucky,4,32,University of Iowa,72-86
2021,"University of Tennessee, Knoxville",3,32,University of Michigan,55-70
2021,Virginia Polytechnic Institute and State University,7,32,Baylor University,48-90
2021,University of South Florida,8,32,North Carolina State University,67-79
2021,Belmont University,12,32,"Indiana University, Bloomington",48-70
2021,Brigham Young University,11,32,University of Arizona,46-52
2021,Iowa State University,7,32,"Texas A&M University, College Station",82-84
2021,Utah Valley University,16,64,Stanford University,44-87
2021,Wake Forest University,9,64,Oklahoma State University,61-84
2021,"University of California, Davis",12,64,Missouri State University,51-70
2021,"University of Arkansas, Fayetteville",4,64,Wright State University,62-66
2021,University of South Dakota,11,64,University of Oregon,47-67
2021,Drexel University,14,64,University of Georgia,53-67
2021,University of Central Florida,10,64,Northwestern University,51-62
2021,Marist College,15,64,University of Louisville,43-74
2021,Mercer University,16,64,"University of South Carolina, Columbia",53-79
2021,Florida State University,9,64,Oregon State University,59-83
2021,Stephen F. Austin State University,12,64,Georgia Institute of Technology,52-54
2021,Lehigh University,13,64,West Virginia University,53-77
2021,Bradley University,11,64,University of Texas at Austin,62-81
2021,University of Wyoming,14,64,"University of California, Los Angeles",48-69
2021,"University of North Carolina, Chapel Hill",10,64,University of Alabama,71-80
2021,Mount St. Mary's University,15,64,"University of Maryland, College Park",45-98
2021,High Point University,16,64,University of Connecticut,59-102
2021,South Dakota State University,9,64,Syracuse University,55-72
2021,Central Michigan University,12,64,University of Iowa,72-87
2021,Idaho State University,13,64,University of Kentucky,63-71
2021,Florida Gulf Coast University,11,64,University of Michigan,66-87
2021,Middle Tennessee State University,14,64,"University of Tennessee, Knoxville",62-87
2021,Marquette University,10,64,Virginia Polytechnic Institute and State University,63-70
2021,Jackson State University,15,64,Baylor University,52-101
2021,North Carolina A&T State University,16,64,North Carolina State University,58-79
2021,Washington State University,9,64,University of South Florida,53-57
2021,Gonzaga University,5,64,Belmont University,59-64
2021,Virginia Commonwealth University,13,64,"Indiana University, Bloomington",32-63
2021,"Rutgers, The State University of New Jersey, New Brunswick",6,64,Brigham Young University,66-69
2021,Stony Brook University,14,64,University of Arizona,44-79
2021,Michigan State University,10,64,Iowa State University,75-79
2021,Troy University,15,64,"Texas A&M University, College Station",80-84
2022,"University of South Carolina, Columbia",1,1,University of Connecticut,64-49
2022,University of Connecticut,2,2,"University of South Carolina, Columbia",49-64
2022,University of Louisville,1,4,"University of South Carolina, Columbia",59-72
2022,Stanford University,1,4,University of Connecticut,58-63
2022,Creighton University,10,8,"University of South Carolina, Columbia",50-80
2022,University of Michigan,3,8,University of Louisville,50-62
2022,University of Texas at Austin,2,8,Stanford University,50-59
2022,North Carolina State University,1,8,University of Connecticut,87-91
2022,"University of North Carolina, Chapel Hill",5,16,"University of South Carolina, Columbia",61-69
2022,Iowa State University,3,16,Creighton University,68-76
2022,"University of Tennessee, Knoxville",4,16,University of Louisville,64-76
2022,University of South Dakota,10,16,University of Michigan,49-52
2022,"University of Maryland, College Park",4,16,Stanford University,66-72
2022,The Ohio State University,6,16,University of Texas at Austin,63-66
2022,University of Notre Dame,5,16,North Carolina State University,63-66
2022,"Indiana University, Bloomington",3,16,University of Connecticut,58-75
2022,University of Miami (Florida),8,32,"University of South Carolina, Columbia",33-49
2022,University of Arizona,4,32,"University of North Carolina, Chapel Hill",45-63
2022,University of Georgia,6,32,Iowa State University,44-67
2022,University of Iowa,2,32,Creighton University,62-64
2022,Gonzaga University,9,32,University of Louisville,59-68
2022,Belmont University,12,32,"University of Tennessee, Knoxville",67-70
2022,Villanova University,11,32,University of Michigan,49-64
2022,Baylor University,2,32,University of South Dakota,47-61
2022,University of Kansas,8,32,Stanford University,65-91
2022,Florida Gulf Coast University,12,32,"University of Maryland, College Park",65-89
2022,Louisiana State University,3,32,The Ohio State University,64-79
2022,University of Utah,7,32,University of Texas at Austin,56-78
2022,Kansas State University,9,32,North Carolina State University,57-89
2022,University of Oklahoma,4,32,University of Notre Dame,64-108
2022,Princeton University,11,32,"Indiana University, Bloomington",55-56
2022,University of Central Florida,7,32,University of Connecticut,47-52
2022,Howard University,16,64,"University of South Carolina, Columbia",21-79
2022,University of South Florida,9,64,University of Miami (Florida),66-78
2022,Stephen F. Austin State University,12,64,"University of North Carolina, Chapel Hill",66-79
2022,"University of Nevada, Las Vegas",13,64,University of Arizona,67-72
2022,University of Dayton,11,64,University of Georgia,54-70
2022,University of Texas at Arlington,14,64,Iowa State University,71-78
2022,"University of Colorado, Boulder",7,64,Creighton University,74-84
2022,Illinois State University,15,64,University of Iowa,58-98
2022,University at Albany,16,64,University of Louisville,51-83
2022,"University of Nebraska, Lincoln",8,64,Gonzaga University,55-68
2022,University of Oregon,5,64,Belmont University,70-73
2022,"University at Buffalo, the State University of New York",13,64,"University of Tennessee, Knoxville",67-80
2022,Brigham Young University,6,64,Villanova University,57-61
2022,American University,14,64,University of Michigan,39-74
2022,University of Mississippi,7,64,University of South Dakota,61-75
2022,"University of Hawaii, Manoa",15,64,Baylor University,49-89
2022,Montana State University-Bozeman,16,64,Stanford University,37-78
2022,Georgia Institute of Technology,9,64,University of Kansas,58-77
2022,Virginia Polytechnic Institute and State University,5,64,Florida Gulf Coast University,81-84
2022,University of Delaware,13,64,"University of Maryland, College Park",71-102
2022,Missouri State University,11,64,The Ohio State University,56-63
2022,Jackson State University,14,64,Louisiana State University,77-83
2022,"University of Arkansas, Fayetteville",10,64,University of Utah,69-92
2022,Fairfield University,15,64,University of Texas at Austin,52-70
2022,Longwood University,16,64,North Carolina State University,68-96
2022,Washington State University,8,64,Kansas State University,40-50
2022,"University of Massachusetts, Amherst",12,64,University of Notre Dame,78-89
2022,Indiana University-Purdue University Indianapolis,13,64,University of Oklahoma,72-78
2022,University of Kentucky,6,64,Princeton University,62-69
2022,The University of North Carolina at Charlotte,14,64,"Indiana University, Bloomington",51-85
2022,University of Florida,10,64,University of Central Florida,52-69
2022,Mercer University,15,64,University of Connecticut,38-83
2022,University of the Incarnate Word,16,68,Howard University,51-55
2022,DePaul University,11,68,University of Dayton,57-88
2022,Mount St. Mary's University,16,68,Longwood University,70-74
2022,Florida State University,11,68,Missouri State University,50-61
